action,user_id,timestamp,listing_id,booking_date,booking_duration,booking_id
browse_listings,33284.0,2009-09-24T18:11:38.273489,,,,
view_listing,33284.0,,31072230.0,,,
view_listing,33284.0,,1.1405187320382088e+18,,,
view_listing,33284.0,2009-09-24T20:21:01.273489,50841459.0,,,
,33284.0,2009-09-24T20:21:01.273489,2818.0,,,
book_listing,33284.0,2009-09-24T20:21:01.273489,2818.0,2009-10-12,1.0,944c16cd-2814-4744-85d1-b544866c6aed
browse_listings,213182574.0,2019-03-27T13:55:31.542707,,,,
view_listing,213182574.0,2019-03-27T14:25:32.542707,1.1795046229377347e+18,,,
,213182574.0,2019-03-27T14:26:44.542707,,,,
view_listing,213182574.0,2019-03-27T14:26:44.542707,44391.0,,,
book_listing,213182574.0,,,2019-09-03,,
browse_listings,5451857.0,2013-01-16T14:30:50.465202,,,,
view_listing,5451857.0,2013-01-16T15:26:01.465202,54071180.0,,,
view_listing,5451857.0,,,,,
view_listing,,,1.1969570013379743e+18,,,
view_listing,,,7.962219910653105e+17,,,
view_listing,,2013-01-16T17:25:30.465202,1.064500923273475e+18,,,
,5451857.0,2013-01-16T17:25:30.465202,49552.0,,,
book_listing,,2013-01-16T17:25:30.465202,,2013-07-16,,ef3c67bd-0c8d-4d33-a1e3-e565465bfbb2
browse_listings,1630345.0,2013-04-01T23:28:36.919357,,,,
view_listing,1630345.0,2013-04-01T23:47:26.919357,6.963694926552461e+17,,,
view_listing,1630345.0,,5133110.0,,,
view_listing,1630345.0,2013-04-02T00:30:49.919357,590681.0,,,
view_listing,1630345.0,2013-04-02T01:04:04.919357,,,,
view_listing,1630345.0,2013-04-02T01:14:09.919357,6982667.0,,,
,1630345.0,2013-04-02T01:24:49.919357,7.702264506083022e+17,,,
view_listing,1630345.0,2013-04-02T02:10:50.919357,35859555.0,,,
,1630345.0,2013-04-02T02:28:45.919357,18086951.0,,,
,1630345.0,2013-04-02T03:23:45.919357,36090396.0,,,
view_listing,1630345.0,2013-04-02T03:29:54.919357,,,,
view_listing,1630345.0,2013-04-02T03:40:34.919357,23559646.0,,,
view_listing,1630345.0,2013-04-02T03:53:41.919357,7.221551775178708e+17,,,
view_listing,1630345.0,2013-04-02T04:41:59.919357,38517539.0,,,
view_listing,1630345.0,2013-04-02T04:47:35.919357,18816109.0,,,
view_listing,1630345.0,2013-04-02T05:11:07.919357,1.3594677129732106e+18,,,
,1630345.0,2013-04-02T05:25:03.919357,1.1464391650820822e+18,,,
,1630345.0,2013-04-02T05:54:54.919357,2581386.0,,,
view_listing,1630345.0,2013-04-02T05:54:54.919357,49552.0,,,
book_listing,1630345.0,2013-04-02T05:54:54.919357,49552.0,2013-11-11,11.0,2bb53cf5-2cb4-4c6a-ae78-feeb0dc337c1
browse_listings,13159727.0,2013-10-10T06:16:39.101732,,,,
view_listing,13159727.0,2013-10-10T06:29:21.101732,9.744133615223907e+17,,,
view_listing,13159727.0,2013-10-10T07:24:51.101732,7.268029005401027e+17,,,
view_listing,13159727.0,2013-10-10T08:03:54.101732,9.846275393085453e+17,,,
view_listing,13159727.0,2013-10-10T08:22:59.101732,7812608.0,,,
view_listing,13159727.0,2013-10-10T08:37:05.101732,,,,
