listing_id,base_price,room_type,property_type,accommodates,bedrooms,beds,bathrooms,listing_location,host_location,latitude,longitude,minimum_nights,maximum_nights,host_is_superhost,amenities_count,number_of_reviews,reviews_per_month,avg_rating,review_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1107953869168811437,193.73,Entire home/apt,Entire rental unit,4,1.0,,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Glyfada, Greece",37.9919362,23.7257758,1,365,0.0,9,3,0.42,,,4.67,4.67,4.67,4.67,4.67,3.33,4.67
1241810284545354351,59.61,Entire home/apt,Entire rental unit,1,1.0,1.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,,37.9871358,23.7276469,10,60,1.0,11,0,,,,,,,,,,
1077300269134814679,208.63,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,ΠΕΤΡΑΛΩΝΑ,"Athens, Greece",37.96762289999999,23.7016564,1,365,0.0,30,11,1.2,,,4.18,4.36,4.27,4.55,4.73,4.45,4.45
1217217563116984877,566.27,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Barcelona, Spain",37.9816504,23.7259143,1,365,0.0,43,3,3.0,,,4.67,5.0,5.0,4.33,5.0,4.0,5.0
1265885314532736112,260.78,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,ΓΟΥΔΙ,,37.98457,23.76377,2,60,1.0,30,1,0.67,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
42086337,625.88,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athina, Greece",37.97745,23.72908,2,1125,0.0,37,153,2.59,2.5,2.0,4.77,4.83,4.69,4.84,4.84,4.97,4.74
36816172,89.41,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,ΣΕΠΟΛΙΑ,,38.00692,23.71933,1,1125,0.0,13,17,0.26,2.0,1.0,4.35,4.53,4.35,4.76,4.76,4.35,4.41
50484848,342.75,Entire home/apt,Entire rental unit,5,1.0,4.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,"Athens, Greece",37.957,23.72819,2,100,1.0,36,100,2.36,4.5,2.0,4.94,4.83,4.84,4.98,4.97,4.84,4.86
37312787,149.02,Entire home/apt,Entire serviced apartment,2,1.0,1.0,1.0,ΠΕΔΙΟ ΑΡΕΩΣ,"Athens, Greece",37.99093,23.73845,3,1125,1.0,25,7,0.11,,,4.71,5.0,5.0,4.86,5.0,4.29,4.71
1201268201790729850,201.18,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,,38.000401462596336,23.724740991977324,2,60,0.0,48,6,1.25,,,4.83,5.0,4.83,5.0,5.0,4.5,4.83
862099318138931424,320.39,Entire home/apt,Entire rental unit,3,0.0,1.0,1.0,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,,37.96505,23.73819,2,365,0.0,14,0,,,,,,,,,,
49782166,469.41,Entire home/apt,Entire condo,3,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.977234,23.730198,2,365,1.0,28,182,4.16,5.0,2.0,4.85,4.87,4.85,4.9,4.95,4.94,4.81
635346250959611360,536.47,Entire home/apt,Entire serviced apartment,8,3.0,5.0,3.0,ΝΕΟΣ ΚΟΣΜΟΣ,"Athens, Greece",37.9612472,23.7241882,1,365,1.0,68,36,1.35,,,4.97,4.94,4.92,4.86,4.97,4.61,4.89
1025870660331844762,588.63,Entire home/apt,Entire rental unit,6,2.0,8.0,2.0,ΖΑΠΠΕΙΟ,,37.967918,23.7320586,2,60,1.0,23,36,2.98,2.0,1.0,4.83,4.89,4.89,4.89,4.89,4.89,4.78
841941151749247866,230.98,Entire home/apt,Entire rental unit,5,2.0,4.0,1.0,ΚΥΨΕΛΗ,"Athens, Greece",37.99678660000001,23.7335333,2,365,0.0,18,4,0.19,,,3.75,4.0,5.0,4.75,4.25,4.75,4.75
1188122014935579962,268.24,Entire home/apt,Entire rental unit,4,1.0,,,ΝΕΟΣ ΚΟΣΜΟΣ,"Igoumenitsa, Greece",37.95343255895848,23.72034590463689,2,60,0.0,26,0,,,,,,,,,,
671501097502525670,417.25,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.96403,23.72409,1,1125,0.0,21,3,0.13,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
30000239,610.98,Entire home/apt,Entire rental unit,4,2.0,3.0,2.0,ΚΟΛΩΝΑΚΙ,Nicosia,37.97884,23.74407,2,1125,1.0,33,47,0.64,,,4.96,5.0,4.94,4.98,4.89,4.98,4.87
774353436647094754,529.02,Entire home/apt,Room in aparthotel,4,1.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97598798559063,23.732053546032724,1,365,0.0,13,2,0.08,,,4.0,4.0,4.5,5.0,5.0,3.5,4.0
881521538738705798,260.78,Entire home/apt,Entire condo,4,1.0,3.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,,37.96006,23.73118,1,59,1.0,35,45,2.49,4.5,2.0,4.73,4.69,4.64,4.93,4.89,4.56,4.77
1013798539432279521,335.29,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΣΤΑΔΙΟ,"Athens, Greece",37.9648827170168,23.74532955383309,2,365,1.0,44,4,0.33,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1284742454835791219,320.39,Entire home/apt,Entire home,4,1.0,2.0,1.0,ΛΥΚΑΒΗΤΤΟΣ,"Mykonos, Greece",37.98316,23.74223,2,365,1.0,43,0,,,,,,,,,,
15738053,163.92,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΠΑΓΚΡΑΤΙ,"Athens, Greece",37.96982,23.74502,3,14,1.0,55,49,1.22,,,4.96,4.98,4.96,4.94,5.0,4.92,4.94
1074561906500533744,216.08,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Athens, Greece",37.98769066440139,23.7287625297904,2,365,0.0,45,27,2.66,,,4.89,4.96,4.96,5.0,4.96,4.19,4.81
654993078057274726,141.57,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,"Athens, Greece",37.98828,23.74394,5,365,1.0,26,4,0.13,,,5.0,4.75,4.75,5.0,5.0,4.5,4.5
1018120300085743852,618.43,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"York, United Kingdom",37.977493042211016,23.7254343883606,2,365,1.0,26,5,0.37,4.0,1.0,4.8,5.0,4.8,4.8,5.0,4.8,5.0
28878459,305.49,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.96355,23.71944,7,60,1.0,43,53,0.87,,,4.98,4.98,4.98,4.92,5.0,4.98,4.91
1049191087883217409,275.69,Entire home/apt,Entire rental unit,4,2.0,1.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,"Corfu, Greece",37.95696303701393,23.73314023017884,2,365,0.0,45,4,0.33,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
851919070987990407,484.31,Entire home/apt,Entire condo,5,2.0,3.0,1.0,ΖΑΠΠΕΙΟ,,37.96702,23.73155,2,60,0.0,31,45,2.26,4.0,1.0,4.82,4.91,4.84,4.82,4.89,4.76,4.8
607014217579428053,529.02,Entire home/apt,Entire rental unit,6,3.0,5.0,2.0,ΚΕΡΑΜΕΙΚΟΣ,"Athens, Greece",37.97996,23.71661,2,1125,0.0,40,29,0.93,5.0,1.0,4.76,4.83,4.59,4.9,4.83,4.66,4.66
776615542480048672,111.76,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,,37.98706,23.73031,1,1125,0.0,32,1,0.09,,,5.0,5.0,5.0,5.0,1.0,3.0,3.0
709899751123853779,253.33,Entire home/apt,Entire home,4,2.0,2.0,1.5,ΝΕΟΣ ΚΟΣΜΟΣ,,37.96624,23.73189,1,60,,39,15,0.54,,,4.27,4.73,4.6,4.47,4.8,4.33,4.4
17854145,558.82,Entire home/apt,Entire rental unit,5,2.0,5.0,1.0,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,"Athens, Greece",37.96322,23.74079,3,29,1.0,53,197,2.13,5.0,2.0,4.96,4.97,4.97,4.99,4.99,4.87,4.95
1233229999436432269,208.63,Entire home/apt,Entire rental unit,3,2.0,2.0,1.0,ΘΗΣΕΙΟ,"Chalandri, Greece",37.9748789,23.7175353,1,1125,0.0,35,2,0.59,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1044049233065349776,193.73,Entire home/apt,Entire condo,3,1.0,2.0,1.0,ΓΚΥΖΗ,"Athens, Greece",37.991276310139234,23.74506713034891,4,1125,1.0,35,15,1.26,4.0,1.0,5.0,4.93,4.93,5.0,5.0,4.4,4.87
1193469387919210511,238.43,Entire home/apt,Entire rental unit,3,2.0,2.0,1.5,ΠΑΓΚΡΑΤΙ,,37.9631109,23.7465808,3,90,0.0,37,2,0.75,,,4.5,5.0,5.0,5.0,5.0,4.5,4.0
707616905923451853,312.94,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97771577011453,23.72329027976225,2,59,1.0,31,87,3.25,4.666666666666667,3.0,4.92,4.93,4.95,4.95,4.94,4.9,4.89
1233247892591177648,208.63,Entire home/apt,Entire condo,3,1.0,2.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,Greece,37.95935542657104,23.737368397414684,2,30,1.0,54,9,2.62,,,5.0,5.0,4.89,5.0,5.0,4.89,5.0
1071567552638267350,454.51,Private room,Room in hotel,3,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.9806543,23.7255248,1,365,0.0,23,0,,,,,,,,,,
1274398810238739965,238.43,Entire home/apt,Entire condo,3,1.0,1.0,1.0,ΛΥΚΑΒΗΤΤΟΣ,"Athens, Greece",37.98638,23.74724,2,60,1.0,47,0,,,,,,,,,,
1025843177645132501,394.9,Entire home/apt,Entire rental unit,6,2.0,3.0,2.0,ΝΕΟΣ ΚΟΣΜΟΣ,,37.9642621805056,23.72666906072715,1,365,1.0,48,9,0.76,,,4.89,4.78,5.0,4.89,4.89,4.44,4.78
33480961,312.94,Entire home/apt,Entire rental unit,2,8.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97652,23.7297,1,1125,0.0,21,82,1.18,,,4.7,4.78,4.86,4.86,4.68,4.88,4.69
918791751100415381,633.33,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.9775788688172,23.731095084655777,1,1125,1.0,66,14,0.82,,,4.86,4.79,4.93,4.93,4.93,5.0,4.93
40914285,394.9,Entire home/apt,Entire rental unit,6,2.0,4.0,1.0,ΘΗΣΕΙΟ,"Athens, Greece",37.97429,23.71573,2,1125,0.0,17,4,0.11,,,4.5,4.5,4.75,5.0,5.0,4.75,4.25
691025,439.61,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,ΣΤΑΔΙΟ,"Athens, Greece",37.96615,23.73463,2,10,0.0,48,59,0.4,,,4.77,4.95,4.91,4.96,4.96,4.89,4.82
1215055,737.65,Entire home/apt,Entire home,6,2.0,4.0,2.5,ΑΚΡΟΠΟΛΗ,"Athens, Greece",37.97065,23.72931,2,30,1.0,35,289,2.16,5.0,1.0,4.99,4.97,4.99,4.99,5.0,4.98,4.93
36270356,223.53,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΠΕΤΡΑΛΩΝΑ,"Athens, Greece",37.97367,23.71126,2,1125,1.0,51,124,1.87,,,4.98,4.97,4.99,4.97,5.0,4.86,4.98
1218379685680139711,268.24,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,ΓΟΥΒΑ,,37.959772591404594,23.738638003041075,1,365,1.0,27,4,1.43,,,4.75,4.75,4.75,4.75,4.75,4.0,4.75
969399207058439942,312.94,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Greece,37.976216447446,23.724722459988943,2,59,1.0,28,135,8.47,5.0,1.0,4.93,4.93,4.99,4.97,4.98,4.88,4.77
1311502560831610464,305.49,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Israel,37.9789247,23.7286963,1,365,1.0,9,0,,,,,,,,,,
29122094,223.53,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Thessaloniki, Greece",37.98611,23.72185,1,1125,1.0,38,5,0.07,,,4.8,4.6,5.0,4.8,4.8,4.6,4.8
943267147984022160,491.76,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΑΚΡΟΠΟΛΗ,,37.969282342735646,23.729877700663764,2,365,1.0,28,31,1.93,0.0,1.0,5.0,4.9,4.9,5.0,5.0,5.0,4.9
7629943,193.73,Entire home/apt,Entire condo,5,1.0,2.0,1.0,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,"Athens, Greece",38.00282,23.73032,5,1125,1.0,42,129,1.13,5.0,2.0,4.64,4.73,4.51,4.79,4.79,4.42,4.73
1113139811165158301,52.16,Entire home/apt,Entire rental unit,1,1.0,1.0,1.0,ΠΑΤΗΣΙΑ,,38.01517,23.73482,1,29,0.0,31,1,0.11,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0
1093460172268923671,551.37,Entire home/apt,Entire rental unit,6,2.0,3.0,2.5,ΕΛΛΗΝΟΡΩΣΩΝ,"Athens, Greece",37.99222583334812,23.772750687853847,1,1125,,46,10,1.14,,,5.0,4.8,5.0,4.9,4.9,5.0,5.0
1220242997618117156,238.43,Entire home/apt,Entire condo,3,1.0,1.0,1.0,ΠΑΓΚΡΑΤΙ,"Athens, Greece",37.9709978,23.7419329,1,1125,0.0,14,21,5.43,,,4.33,4.1,4.29,4.71,4.86,4.86,4.19
847732234376924688,134.12,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΑΝΩ ΚΥΨΕΛΗ,"Athens, Greece",38.00576418523897,23.736879122039177,1,365,0.0,26,15,0.8,,,4.47,4.47,4.67,4.33,4.33,4.07,4.2
903718585008503064,89.41,Private room,Private room in guesthouse,2,1.0,1.0,0.0,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,"Athens, Greece",37.99854903094211,23.726457841694355,1,365,0.0,5,4,0.21,,,4.25,4.75,4.25,4.25,4.5,4.25,4.25
699019547115572154,491.76,Entire home/apt,Entire condo,5,2.0,,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,,37.9656604160937,23.726858113491826,1,365,0.0,22,0,,,,,,,,,,
900885732686902322,59.61,Private room,Private room in guesthouse,2,1.0,1.0,0.0,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,"Athens, Greece",38.0045095552673,23.731039297581003,1,365,0.0,6,2,0.11,,,1.0,1.5,3.0,3.0,3.0,4.0,2.0
32360679,506.67,Entire home/apt,Entire rental unit,5,2.0,4.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Chalandri, Greece",37.96646,23.72587,1,1125,0.0,46,110,1.55,,,4.79,4.84,4.69,4.93,4.89,4.95,4.78
7353011,119.22,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Marousi, Greece",37.98131,23.71987,7,730,0.0,35,4,0.19,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0
38822180,365.1,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.964361,23.721889,1,365,0.0,49,1,0.02,,,5.0,5.0,5.0,5.0,4.0,4.0,4.0
651246442197481044,298.04,Entire home/apt,Entire condo,4,1.0,2.0,1.0,ΠΕΤΡΑΛΩΝΑ,,37.96949,23.71221,2,30,1.0,43,104,3.45,4.0,1.0,4.88,4.9,4.93,4.93,4.96,4.75,4.86
12948824,320.39,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97486,23.72639,2,1125,1.0,16,578,5.61,4.625,8.0,4.94,4.94,4.95,4.97,4.97,4.98,4.92
20274666,551.37,Entire home/apt,Entire rental unit,5,2.0,3.0,1.0,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,"Heidelberg, Germany",37.96338,23.74079,2,1125,0.0,39,27,0.35,,,4.85,4.93,4.59,4.96,5.0,4.89,4.96
39930613,476.86,Entire home/apt,Entire rental unit,6,2.0,3.0,1.5,ΠΑΓΚΡΑΤΙ,"Athens, Greece",37.96747,23.75355,1,1125,,49,44,0.73,,,4.93,4.89,4.64,4.93,4.89,4.7,4.86
13874631,439.61,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΣΤΑΔΙΟ,"Athens, Greece",37.96674,23.73673,3,1125,1.0,56,199,1.96,4.25,4.0,4.94,4.97,4.97,5.0,4.96,4.89,4.94
1315236765789891915,298.04,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΚΟΛΩΝΑΚΙ,,37.97939,23.74457,1,365,0.0,43,0,,,,,,,,,,
29076655,312.94,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97516,23.73407,2,90,1.0,33,51,0.71,,,4.9,4.94,4.84,4.96,4.98,4.98,4.84
22029941,610.98,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,ΚΟΛΩΝΑΚΙ,"Palaio Faliro, Greece",37.98144,23.73842,2,21,1.0,25,133,1.57,3.5,2.0,4.94,4.95,4.92,4.98,4.98,4.91,4.94
909213718741724048,223.53,Entire home/apt,Entire rental unit,4,2.0,2.0,1.5,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Athens, Greece",37.98248880116421,23.719015046954155,1,1125,0.0,35,3,0.21,,,5.0,5.0,5.0,5.0,5.0,4.33,5.0
815780199257122798,134.12,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,"Athens, Greece",38.00743,23.73381,2,1125,0.0,13,2,0.09,,,4.5,4.5,5.0,4.5,4.5,3.0,4.0
16420622,245.88,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΠΑΓΚΡΑΤΙ,"Athens, Greece",37.96708,23.75116,6,90,0.0,14,3,0.03,,,5.0,5.0,5.0,5.0,5.0,4.67,5.0
1237467475627813330,357.65,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,ΚΕΡΑΜΕΙΚΟΣ,Greece,37.9825835,23.717404,2,365,1.0,44,6,1.76,,,4.83,5.0,4.67,5.0,5.0,4.67,4.67
1304459780159976714,298.04,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Tel Aviv, Israel",37.96442,23.72572,1,365,0.0,27,0,,,,,,,,,,
12722089,402.35,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.96276,23.72078,1,59,0.0,49,195,1.93,5.0,1.0,4.84,4.88,4.83,4.93,4.96,4.82,4.82
1191882456004485851,186.27,Entire home/apt,Entire home,4,1.0,1.0,1.0,ΣΕΠΟΛΙΑ,"Athens, Greece",38.00432948631551,23.71751186067964,1,365,0.0,26,3,0.55,,,5.0,5.0,4.67,5.0,5.0,4.0,4.67
576106169938810513,625.88,Entire home/apt,Entire condo,4,1.0,3.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97406768798828,23.73255920410156,2,365,0.0,44,89,2.71,,,4.73,4.72,4.74,4.92,4.96,4.98,4.73
1084733252625631215,283.14,Entire home/apt,Entire rental unit,4,2.0,3.0,2.0,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,,37.9899,23.73461,1,365,0.0,47,40,3.86,,,4.75,4.85,4.7,4.85,4.83,4.7,4.8
858631829532373147,163.92,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Athens, Greece",37.98191,23.72016,2,20,0.0,38,99,4.77,,,4.86,4.93,4.9,4.92,4.96,4.25,4.81
907663859948280886,290.59,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,"Athina, Greece",37.98862841653124,23.72969338175355,1,365,0.0,47,2,0.23,,,5.0,5.0,5.0,5.0,5.0,4.5,4.5
862341137439202332,394.9,Entire home/apt,Entire condo,5,2.0,2.0,2.0,ΠΑΓΚΡΑΤΙ,"Naxos, Greece",37.9690704,23.7494148,3,365,0.0,48,7,0.46,5.0,1.0,5.0,5.0,4.57,4.29,4.29,4.86,4.57
595572535582949841,208.63,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.967899,23.730116,2,360,1.0,46,244,7.37,5.0,2.0,4.98,4.98,4.99,4.98,4.99,4.99,4.95
675873969045367524,596.08,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,,37.97541,23.7309,2,365,0.0,23,23,0.8,4.0,1.0,4.52,4.52,4.65,4.52,4.61,4.7,4.61
51648340,320.39,Entire home/apt,Entire condo,4,1.0,,,ΙΛΙΣΙΑ,"Athens, Greece",37.97615,23.75158,2,365,0.0,36,32,0.79,,,4.56,4.5,4.63,4.72,4.66,4.91,4.47
884533294280691329,245.88,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,ΛΥΚΑΒΗΤΤΟΣ,,37.9797077,23.7447585,2,365,0.0,51,21,1.11,,,5.0,4.95,4.95,5.0,4.95,4.86,5.0
1195690945454218923,320.39,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Larnaca, Cyprus",37.97884834219323,23.72964689021301,2,365,1.0,25,1,0.25,,,5.0,5.0,5.0,5.0,5.0,5.0,4.0
978848523645028635,327.84,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,ΙΛΙΣΙΑ,,37.9775759,23.7524634,2,365,1.0,48,23,1.59,,,5.0,4.96,4.91,4.87,4.96,4.83,4.96
978841417430796691,37.25,Private room,Private room in condo,1,1.0,1.0,1.5,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,"Athens, Greece",37.9941194,23.7241729,1,180,0.0,32,3,0.19,,,3.67,4.33,3.33,4.0,4.33,3.0,4.0
14287680,201.18,Entire home/apt,Entire condo,3,1.0,2.0,1.0,ΝΕΟΣ ΚΟΣΜΟΣ,"Athens, Greece",37.9613,23.73097,1,1125,1.0,49,578,5.66,4.777777777777778,9.0,4.83,4.92,4.85,4.92,4.97,4.69,4.83
18933125,424.71,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,Greece,37.96133,23.73756,2,50,0.0,20,277,3.02,5.0,2.0,4.74,4.75,4.79,4.86,4.86,4.56,4.75
757087857037357463,163.92,Entire home/apt,Entire condo,4,2.0,,,ΚΟΛΩΝΟΣ,"Athens, Greece",37.99917,23.71399,2,30,0.0,39,16,0.81,,,5.0,5.0,5.0,5.0,5.0,4.81,5.0
758449830300149171,275.69,Entire home/apt,Entire serviced apartment,5,1.0,4.0,1.0,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,"Thessaloniki, Greece",37.98686,23.71866,1,1125,1.0,41,5,0.21,,,5.0,5.0,4.6,5.0,5.0,4.6,4.2
27136111,126.67,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,ΓΚΥΖΗ,"Athens, Greece",37.99032,23.74416,2,1125,0.0,18,17,0.22,5.0,1.0,4.76,4.82,4.82,4.76,4.82,4.47,4.65
33881866,312.94,Entire home/apt,Entire rental unit,2,1.0,,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Athens, Greece",37.97704,23.72653,2,19,1.0,48,376,5.46,5.0,9.0,4.9,4.9,4.81,4.92,4.97,4.97,4.86
40519874,402.35,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,"Athens, Greece",37.96676,23.72855,1,1125,0.0,50,94,1.56,4.0,1.0,4.76,4.9,4.77,4.95,4.88,4.87,4.67
567154027332093490,208.63,Entire home/apt,Room in aparthotel,3,1.0,1.0,1.0,ΠΕΤΡΑΛΩΝΑ,,37.97217,23.71214,1,15,1.0,32,9,0.45,,,4.89,5.0,4.89,4.89,4.78,4.0,4.67
881922609059869833,320.39,Entire home/apt,Entire condo,2,1.0,1.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,"Zografou, Greece",37.9756262,23.7306121,1,1125,1.0,44,172,8.6,5.0,2.0,4.97,4.96,4.98,4.95,4.99,4.98,4.98
891837290969185510,618.43,Entire home/apt,Entire condo,4,1.0,2.0,1.0,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Greece,37.97926,23.7262,2,365,1.0,54,3,0.16,,,4.67,5.0,5.0,5.0,5.0,4.67,5.0
